real bug diagnose sim,unreal bug diagnose sim,precision,recall,original precision,original recall
0.6,0.4,0.49132950555430965,0.49132950555430965,0.19162682687483018,0.19162682687483018
0.6,0.3,0.7624366627291858,0.7624366627291858,0.19162682687483018,0.19162682687483018
0.6,0.2,0.9433959601196705,0.9433959601196705,0.19162682687483018,0.19162682687483018
0.6,0.1,0.9962639914015085,0.9962639914015085,0.19162682687483018,0.19162682687483018
0.7,0.4,0.6761346388986516,0.6761346388986516,0.19162682687483018,0.19162682687483018
0.7,0.3,0.874004019868865,0.874004019868865,0.19162682687483018,0.19162682687483018
0.7,0.2,0.9729897082021385,0.9729897082021385,0.19162682687483018,0.19162682687483018
0.7,0.1,0.9982679987701853,0.9982679987701853,0.19162682687483018,0.19162682687483018
0.8,0.4,0.802770168253027,0.802770168253027,0.19162682687483018,0.19162682687483018
0.8,0.3,0.9311486675630117,0.9311486675630117,0.19162682687483018,0.19162682687483018
0.8,0.2,0.9859611703230061,0.9859611703230061,0.19162682687483018,0.19162682687483018
0.8,0.1,0.999110870959728,0.999110870959728,0.19162682687483018,0.19162682687483018
0.9,0.4,0.8800225127036673,0.8800225127036673,0.19162682687483018,0.19162682687483018
0.9,0.3,0.9605856805349438,0.9605856805349438,0.19162682687483018,0.19162682687483018
0.9,0.2,0.992160692297862,0.992160692297862,0.19162682687483018,0.19162682687483018
0.9,0.1,0.9995064157446903,0.9995064157446903,0.19162682687483018,0.19162682687483018
1,0.4,0.925493976463183,0.925493976463183,0.19162682687483018,0.19162682687483018
1,0.3,0.9763444635689367,0.9763444635689367,0.19162682687483018,0.19162682687483018
1,0.2,0.9953560667248194,0.9953560667248194,0.19162682687483018,0.19162682687483018
1,0.1,0.9997084850051279,0.9997084850051279,0.19162682687483018,0.19162682687483018
0.6,0.4,0.9936468206106079,0.9936468206106079,0.8083731731251698,0.8083731731251698
0.6,0.3,0.9985543631638855,0.9985543631638855,0.8083731731251698,0.8083731731251698
0.6,0.2,0.9998122614738401,0.9998122614738401,0.8083731731251698,0.8083731731251698
0.6,0.1,0.9999941321038532,0.9999941321038532,0.8083731731251698,0.8083731731251698
0.7,0.4,0.9965578831094973,0.9965578831094973,0.8083731731251698,0.8083731731251698
0.7,0.3,0.999218530583566,0.999218530583566,0.8083731731251698,0.8083731731251698
0.7,0.2,0.9998985726897803,0.9998985726897803,0.8083731731251698,0.8083731731251698
0.7,0.1,0.999996830085087,0.999996830085087,0.8083731731251698,0.8083731731251698
0.8,0.4,0.9979760481301915,0.9979760481301915,0.8083731731251698,0.8083731731251698
0.8,0.3,0.9995410037911875,0.9995410037911875,0.8083731731251698,0.8083731731251698
0.8,0.2,0.9999404433760599,0.9999404433760599,0.8083731731251698,0.8083731731251698
0.8,0.1,0.9999981387481162,0.9999981387481162,0.8083731731251698,0.8083731731251698
0.9,0.4,0.9987388285080283,0.9987388285080283,0.8083731731251698,0.8083731731251698
0.9,0.3,0.9997141577153216,0.9997141577153216,0.8083731731251698,0.8083731731251698
0.9,0.2,0.9999629163921623,0.9999629163921623,0.8083731731251698,0.8083731731251698
0.9,0.1,0.9999988410956218,0.9999988410956218,0.8083731731251698,0.8083731731251698
1,0.4,0.9991721740119025,0.9991721740119025,0.8083731731251698,0.8083731731251698
1,0.3,0.9998124376430357,0.9998124376430357,0.8083731731251698,0.8083731731251698
1,0.2,0.9999756687717528,0.9999756687717528,0.8083731731251698,0.8083731731251698
1,0.1,0.9999992396311946,0.9999992396311946,0.8083731731251698,0.8083731731251698
0.6,0.4,0.7759999566798632,0.7759999566798632,0.9986186814956262,0.4999962920849491
0.6,0.3,0.8828129003833993,0.8828129003833993,0.9986186814956262,0.4999962920849491
0.6,0.2,0.9614479886339942,0.9614479886339942,0.9986186814956262,0.4999962920849491
0.6,0.1,0.9950177237798099,0.9950177237798099,0.9986186814956262,0.4999962920849491
0.7,0.4,0.8742794924789585,0.8742794924789585,0.9986186814956262,0.4999962920849491
0.7,0.3,0.9443152825458656,0.9443152825458656,0.9986186814956262,0.4999962920849491
0.7,0.2,0.9834853440093533,0.9834853440093533,0.9986186814956262,0.4999962920849491
0.7,0.1,0.997973926635995,0.997973926635995,0.9986186814956262,0.4999962920849491
0.8,0.4,0.9523634317099005,0.9523634317099005,0.9986186814956262,0.4999962920849491
0.8,0.3,0.9814091299705674,0.9814091299705674,0.9986186814956262,0.4999962920849491
0.8,0.2,0.9948505819092275,0.9948505819092275,0.9986186814956262,0.4999962920849491
0.8,0.1,0.9993846133483539,0.9993846133483539,0.9986186814956262,0.4999962920849491
0.9,0.4,0.9712312920976038,0.9712312920976038,0.9986186814956262,0.4999962920849491
0.9,0.3,0.9892818240404473,0.9892818240404473,0.9986186814956262,0.4999962920849491
0.9,0.2,0.997107448250438,0.997107448250438,0.9986186814956262,0.4999962920849491
0.9,0.1,0.999658238395065,0.999658238395065,0.9986186814956262,0.4999962920849491
1,0.4,0.9817174743946866,0.9817174743946866,0.9986186814956262,0.4999962920849491
1,0.3,0.9934404264810771,0.9934404264810771,0.9986186814956262,0.4999962920849491
1,0.2,0.9982721562233152,0.9982721562233152,0.9986186814956262,0.4999962920849491
1,0.1,0.9997981121470684,0.9997981121470684,0.9986186814956262,0.4999962920849491
0.6,0.4,0.405635420364361,0.405635420364361,0.002750277291911432,0.0027515132635950617
0.6,0.3,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.6,0.2,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.6,0.1,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.7,0.4,0.4961100268957214,0.4961100268957214,0.002750277291911432,0.0027515132635950617
0.7,0.3,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.7,0.2,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.7,0.1,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.8,0.4,0.5767676019598375,0.5767676019598375,0.002750277291911432,0.0027515132635950617
0.8,0.3,0.6921270047812014,0.6921270047812014,0.002750277291911432,0.0027515132635950617
0.8,0.2,0.8506511491157552,0.8506511491157552,0.002750277291911432,0.0027515132635950617
0.8,0.1,0.5,0.5,0.002750277291911432,0.0027515132635950617
0.9,0.4,0.8160383254271772,0.8160383254271772,0.002750277291911432,0.0027515132635950617
0.9,0.3,0.9114418958347944,0.9114418958347944,0.002750277291911432,0.0027515132635950617
0.9,0.2,0.9718972227514335,0.9718972227514335,0.002750277291911432,0.0027515132635950617
0.9,0.1,0.9964074594124243,0.9964074594124243,0.002750277291911432,0.0027515132635950617
1,0.4,0.8180199867306084,0.8180199867306084,0.002750277291911432,0.0027515132635950617
1,0.3,0.9424551632183922,0.9424551632183922,0.002750277291911432,0.0027515132635950617
1,0.2,0.982879204332474,0.982879204332474,0.002750277291911432,0.0027515132635950617
1,0.1,0.9978733451418577,0.9978733451418577,0.002750277291911432,0.0027515132635950617
